id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,manage_stock,stock_quantity,children,backorders,sold_individually,reviews_allowed,purchase_note,sale_price,regular_price,category_ids,tag_ids,shipping_class_id,raw_image_id,raw_gallery_image_ids,download_limit,download_expiry,parent_id,grouped_products,upsell_ids,cross_sell_ids,product_url,button_text,menu_order,virtual,downloadable,attribute_1_name,attribute_1_value,attribute_1_visible,attribute_1_global,attribute_2_name,attribute_2_value,attribute_2_visible,attribute_2_global,_wpcom_is_markdown,download1_name,download_1_url,download_2_name,download_2_url,email,user_pass,store_name,social,payment,phone,show_email,address,location,banner,icon,gravatar,show_more_tpab,show_ppp,enable_tnc,store_tnc,show_min_order_discount,store_seo,dokan_store_time,enabled,trusted,vendor
115,simple,dummy-vneck-tee-green,Dummy V-Neck T-Shirt - Green,publish,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,instock,,,,no,,0,,,20,,Dokan dummy data,0,https://live.staticflickr.com/4492/37302057574_676e9f1b79_b.jpg,,0,0,,,,,,,0,,,Color,Green,,1,Size,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,128
116,simple,dummy-vneck-tee-blue,Dummy V-Neck T-Shirt - Blue,publish,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,instock,,,,no,,0,,,15,,Dokan dummy data,0,https://live.staticflickr.com/813/26579665807_f6a406ed5d_b.jpg,,0,0,,,,,,,0,,,Color,Blue,,1,Size,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,128
117,simple,dummy-hoodie-red,Dummy Hoodie - Red,publish,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,instock,,,,no,,0,,42,45,,Dokan dummy data,0,https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/hoodie-2.jpg,,0,0,,,,,,,1,,,Color,Red,,1,Logo,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,128
118,simple,dummy-hoodie-green,Dummy Hoodie - Green,publish,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,instock,,,,no,,0,,,45,,Dokan dummy data,0,https://live.staticflickr.com/8156/7627286342_11c065414e_b.jpg,,0,0,,,,,,,2,,,Color,Green,,1,Logo,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,128
119,simple,dummy-hoodie-blue,Dummy Hoodie - Blue,publish,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,instock,,,,no,,0,,,45,,Dokan dummy data,0,https://live.staticflickr.com/4298/35890957240_486bfd38dc_b.jpg,,0,0,,,,,,,3,,,Color,Blue,,1,Logo,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,128
120,simple,dummy-tshirt-logo,Dummy T-Shirt with Logo,publish,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",,,taxable,,instock,,,,no,,1,,,18,"T-Shirt,Accessories",Dokan dummy data,0,https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/t-shirt-with-logo-1.jpg,,0,0,,,,,,,0,,,Color,Gray,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,129
121,simple,dummy-beanie-logo,Dummy Beanie with Logo,publish,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",,,taxable,,instock,,,,no,,1,,18,20,"T-Shirt,Accessories",Dokan dummy data,0,https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/beanie-with-logo-1.jpg,,0,0,,,,,,,0,,,Color,Red,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,129
122,grouped,dummy-logo-collection,Dummy Logo Collection,publish,0,visible,This is a grouped product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",,,taxable,,instock,,,,no,,1,,,,"Clothing,Hoodies",Dokan dummy data,0,https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/logo-1.jpg,"https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/logo-1.jpg,https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/beanie-with-logo-1.jpg,https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/t-shirt-with-logo-1.jpg, https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/hoodie-with-logo-2.jpg",0,0,,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,129
123,external,dummy-wp-pennant,Dummy WordPress Pennant,publish,0,visible,This is an external product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",,,taxable,,instock,,,,no,,1,,,11.05,"Clothing,Hoodies",Dokan dummy data,0,https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/pennant-1.jpg,,0,0,,,,,https://mercantile.wordpress.org/product/wordpress-pennant/,Buy on the WordPress swag store!,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,129
124,simple,dummy-hoodie-blue-logo,Dummy Hoodie - Blue,publish,0,visible,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,instock,,,,no,,0,,,45,,,0,https://woocommercecore.mystagingwebsite.com/wp-content/uploads/2017/12/hoodie-with-logo-2.jpg,,0,0,,,,,,,0,,,Color,Blue,,1,Logo,Yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,129
125,vendor,,Dummy store 1,,yes,,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy_store1@dokan.com,123456789,dummy_store_1,"{""fb"":""https://www.facebook.com/weDevs/"",""twitter"":""https://www.twitter.com/weDevs/"",""pinterest"":""https://www.pinterest.com/weDevs/"",""linkedin"":""https://www.linkedin.com/company/wedevs/mycompany/"",""youtube"":""https://www.youtube.com/user/wedevs"",""instagram"":""https://www.instagram.com/wedevshq/"",""flickr"":""https://www.flickr.com/groups/wedevs/""}","{""paypal"":{""email"":""info@wedevs.com""},""bank"":{""ac_name"":""Wedevs dummy ac"",""ac_phone"":""02-44801219"",""bank_name"":""Bangladesh bank"",""bank_addr"":""Dhaka, bangladesh"",""routing_number"":""123456"",""iban"":""123"",""swift"":""321""}}",02-44801219,yes,"{""street_1"":""Dhaka, Bangladesh"",""city"":""Dhaka"",""zip"":""1216"",""country"":""BD"",""state"":""BD-13""}","23.836468,90.36953919999999",0,,,yes,12,off,Store simple term and condition.,no,"{""dokan-seo-meta-title"":""Dokan dummy seo"",""dokan-seo-meta-desc"":""This will make your store seo friendly."",""dokan-seo-meta-keywords"":"""",""dokan-seo-og-title"":""Dokan dummy seo for og"",""dokan-seo-og-desc"":""This will make your store seo friendly in og"",""dokan-seo-og-image"":"""",""dokan-seo-twitter-title"":""Dummy seo twitter"",""dokan-seo-twitter-desc"":""This will make your seo friendly in twitter"",""dokan-seo-twitter-image"":""""}","{""monday"":{""status"":""close"",""opening_time"":[],""closing_time"":[]},""tuesday"":{""status"":""open"",""opening_time"":[""1:00 am"",""5:30 am""],""closing_time"":[""2:29 am"",""6:29 am""]},""wednesday"":{""status"":""open"",""opening_time"":[""12:30 am"",""7:00 am""],""closing_time"":[""2:29 am"",""2:59 pm""]},""thursday"":{""status"":""close"",""opening_time"":[],""closing_time"":[]},""friday"":{""status"":""open"",""opening_time"":[""2:00 am""],""closing_time"":[""6:29 am""]},""saturday"":{""status"":""close"",""opening_time"":[],""closing_time"":[]},""sunday"":{""status"":""close"",""opening_time"":[],""closing_time"":[]}}",yes,yes,
126,vendor,,Dummy store 2,,yes,,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy_store2@dokan.com,123456789,dummy_store_2,"{""fb"":""https://www.facebook.com/weDevs/"",""twitter"":""https://www.twitter.com/weDevs/"",""pinterest"":""https://www.pinterest.com/weDevs/"",""linkedin"":""https://www.linkedin.com/company/wedevs/mycompany/"",""youtube"":""https://www.youtube.com/user/wedevs"",""instagram"":""https://www.instagram.com/wedevshq/"",""flickr"":""https://www.flickr.com/groups/wedevs/""}","{""paypal"":{""email"":""info@wedevs.com""},""bank"":{""ac_name"":""Wedevs dummy ac"",""ac_phone"":""02-44801219"",""bank_name"":""Bangladesh bank"",""bank_addr"":""Dhaka, bangladesh"",""routing_number"":""123456"",""iban"":""123"",""swift"":""321""}}",02-44801220,no,"{""street_1"":""Dhaka, Bangladesh"",""city"":""Dhaka"",""zip"":""1216"",""country"":""BD"",""state"":""BD-13""}","23.836468,90.36953920000000",0,,,yes,12,off,Store simple term and condition.,no,"{""dokan-seo-meta-title"":""Dokan dummy seo"",""dokan-seo-meta-desc"":""This will make your store seo friendly."",""dokan-seo-meta-keywords"":"""",""dokan-seo-og-title"":""Dokan dummy seo for og"",""dokan-seo-og-desc"":""This will make your store seo friendly in og"",""dokan-seo-og-image"":"""",""dokan-seo-twitter-title"":""Dummy seo twitter"",""dokan-seo-twitter-desc"":""This will make your seo friendly in twitter"",""dokan-seo-twitter-image"":""""}","{""monday"":{""status"":""close"",""opening_time"":[],""closing_time"":[]},""tuesday"":{""status"":""open"",""opening_time"":[""1:00 am"",""5:30 am""],""closing_time"":[""2:29 am"",""6:29 am""]},""wednesday"":{""status"":""open"",""opening_time"":[""12:30 am"",""7:00 am""],""closing_time"":[""2:29 am"",""2:59 pm""]},""thursday"":{""status"":""close"",""opening_time"":[],""closing_time"":[]},""friday"":{""status"":""open"",""opening_time"":[""2:00 am""],""closing_time"":[""6:29 am""]},""saturday"":{""status"":""close"",""opening_time"":[],""closing_time"":[]},""sunday"":{""status"":""close"",""opening_time"":[],""closing_time"":[]}}",yes,yes,
